match_id,innings,over,ball,batsman,bowler,runs_off_bat,extras,is_wicket
M145,1,14,2,Dhruv Jurel,Mitchell Marsh,0,0,0
M129,2,8,2,Mohammed Siraj,Adam Zampa,1,0,0
M227,2,16,3,Arshdeep Singh,Chris Jordan,1,1,0
M115,1,15,2,Phil Salt,Khaleel Ahmed,1,0,0
M066,1,4,6,Mohammed Shami,Tushar Deshpande,1,0,0
M151,2,20,3,Rahmanullah Gurbaz,Shahbaz Ahmed,0,0,0
M246,2,18,2,Glenn Maxwell,Venkatesh Iyer,0,0,0
M202,2,16,1,Shubman Gill,Mohammed Shami,3,0,0
M219,1,20,6,Heinrich Klaasen,Matheesha Pathirana,1,0,0
M134,1,13,4,Trent Boult,Trent Boult,1,0,0
M035,1,7,4,Ruturaj Gaikwad,Wanindu Hasaranga,0,0,0
M104,1,3,4,Mayank Yadav,Jake Fraser-McGurk,1,0,0
M081,2,4,2,Mukesh Kumar,Lockie Ferguson,4,2,0
M074,1,7,2,Ishan Kishan,Kagiso Rabada,1,0,0
M172,1,20,3,T Natarajan,Mitchell Marsh,2,0,0
M245,1,5,1,Liam Livingstone,Harpreet Brar,0,1,0
M131,1,18,3,Devdutt Padikkal,Pat Cummins,1,0,0
M066,1,13,6,Mohsin Khan,Gerald Coetzee,0,0,0
M112,1,18,5,Devdutt Padikkal,R Sai Kishore,1,0,0
M200,1,18,1,Harshal Patel,Josh Hazlewood,2,0,0
M072,2,20,3,Jos Buttler,Quinton de Kock,1,0,0
M196,2,19,6,Ruturaj Gaikwad,Mitchell Starc,6,0,0
M188,1,13,6,Shreyas Iyer,Kane Williamson,1,0,0
M108,2,6,4,Abhishek Sharma,Naveen ul Haq,1,0,0
M245,2,16,2,Sam Curran,David Miller,2,1,0
M011,1,7,5,Ishan Kishan,Will Jacks,1,0,0
M059,2,1,1,Riyan Parag,Shahbaz Ahmed,1,0,0
M194,2,14,1,Jasprit Bumrah,Matheesha Pathirana,2,0,0
M009,1,3,3,Rinku Singh,Shahbaz Ahmed,0,0,0
M159,1,15,3,Glenn Maxwell,David Miller,1,0,0
M146,1,6,1,Trent Boult,Mitchell Starc,3,1,0
M246,2,19,1,Pat Cummins,Jasprit Bumrah,1,0,0
M020,1,6,2,Virat Kohli,Yash Dayal,2,0,0
M120,1,13,6,Sam Curran,Adam Zampa,1,0,0
M241,2,16,4,Yuzvendra Chahal,Arshdeep Singh,2,0,0
M139,1,12,6,Varun Chakravarthy,Noor Ahmad,4,0,0
M120,1,13,4,Sam Curran,Adam Zampa,4,0,0
M109,2,6,6,Yashasvi Jaiswal,Kuldeep Yadav,6,2,0
M159,1,6,6,Glenn Maxwell,Chris Jordan,0,1,0
M151,1,5,2,Shubman Gill,Harshal Patel,1,0,0
M233,2,18,3,Shivam Dube,Nehal Wadhera,2,0,0
M201,1,2,5,Kuldeep Yadav,Mitchell Marsh,0,1,0
M235,2,19,3,Jake Fraser-McGurk,Marco Jansen,4,2,0
M095,2,4,1,Tim David,Khaleel Ahmed,2,0,0
M053,2,3,2,Harshal Patel,Adam Zampa,1,0,0
M171,2,7,1,Mitchell Starc,Reece Topley,2,0,0
M193,2,3,6,Mayank Yadav,Wanindu Hasaranga,1,0,0
M103,1,16,3,Shivam Dube,R Sai Kishore,0,0,0
M080,2,16,6,Nitish Kumar Reddy,Shahbaz Ahmed,2,0,1
M008,2,15,1,Pat Cummins,Lockie Ferguson,1,0,0
M047,2,2,1,Deepak Chahar,Gerald Coetzee,0,0,0
M137,2,12,4,Rachin Ravindra,R Ashwin,1,0,0
M100,1,16,2,Rachin Ravindra,Ashutosh Sharma,1,1,0
M017,2,5,5,Kuldeep Yadav,Ben Stokes,0,0,0
M034,2,15,6,Jake Fraser-McGurk,Anrich Nortje,1,0,0
M045,2,7,1,Lockie Ferguson,Marco Jansen,0,0,0
M178,2,17,3,Rahul Tripathi,Mohsin Khan,1,0,0
M244,1,17,5,Tim David,Ramandeep Singh,2,0,0
M110,2,4,4,Tilak Varma,Harshal Patel,2,0,0
M231,2,7,6,Ruturaj Gaikwad,Wanindu Hasaranga,2,0,0
M210,1,3,4,Jake Fraser-McGurk,Yash Dayal,2,0,0
M045,2,11,2,Tim David,Rajat Patidar,1,1,0
M029,2,7,2,Jos Buttler,Quinton de Kock,0,0,0
M020,1,2,1,Nitish Kumar Reddy,Gerald Coetzee,0,0,1
M140,2,5,2,Riyan Parag,Chris Jordan,4,0,0
M240,1,18,6,Arshdeep Singh,Rajat Patidar,0,0,0
M233,1,9,3,Rashid Khan,Jake Fraser-McGurk,0,0,0
M204,1,17,2,Rohit Sharma,Adam Zampa,1,0,0
M148,1,11,2,Axar Patel,Nehal Wadhera,0,0,0
M243,2,1,1,Rinku Singh,Jasprit Bumrah,4,1,1
M226,1,3,4,Matheesha Pathirana,Ramandeep Singh,0,0,0
M196,1,13,1,Ruturaj Gaikwad,Rajat Patidar,0,1,0
M125,2,14,1,Nitish Kumar Reddy,Marco Jansen,2,0,0
M001,2,13,6,Liam Livingstone,Shahbaz Ahmed,2,0,0
M008,1,1,5,Quinton de Kock,Jake Fraser-McGurk,2,0,0
M092,1,6,4,Daryl Mitchell,Mohsin Khan,1,0,0
M233,1,19,1,Jasprit Bumrah,R Ashwin,3,0,0
M182,1,13,1,Quinton de Kock,Jason Holder,1,0,0
M068,2,10,1,Kuldeep Yadav,Glenn Phillips,1,0,0
M249,1,12,2,Mayank Yadav,Pat Cummins,0,0,1
M006,2,12,3,Mukesh Kumar,Pat Cummins,1,0,0
M216,1,10,4,Heinrich Klaasen,Harpreet Brar,0,0,0
M037,2,8,6,Liam Livingstone,Liam Livingstone,4,1,0
M106,1,15,1,Rahmanullah Gurbaz,Lockie Ferguson,2,1,0
M228,1,18,4,Daryl Mitchell,Shimron Hetmyer,2,0,0
M099,2,19,3,Phil Salt,Chris Jordan,0,0,0
M031,2,6,3,Virat Kohli,Mohsin Khan,0,0,0
M218,1,8,6,Quinton de Kock,Aiden Markram,0,0,0
M111,2,16,6,Shivam Dube,Ramandeep Singh,4,0,0
M223,2,12,5,Gerald Coetzee,Angkrish Raghuvanshi,0,0,0
M163,2,6,4,Mukesh Kumar,Mohammed Siraj,1,0,0
M182,1,19,1,Mukesh Kumar,Nehal Wadhera,0,0,0
M213,1,5,3,Deepak Chahar,Kuldeep Yadav,0,2,0
M047,1,2,2,Abhishek Sharma,Ryan Rickelton,1,0,0
M181,1,5,2,Liam Livingstone,Reece Topley,2,0,0
M246,1,16,1,Ishan Kishan,Wanindu Hasaranga,4,1,0
M018,2,20,4,Mohammed Siraj,Kyle Mayers,4,0,0
M102,1,7,2,Avesh Khan,Ashutosh Sharma,1,1,0
M115,2,17,4,Prasidh Krishna,Aiden Markram,1,0,0
M216,1,15,3,Kagiso Rabada,Ashutosh Sharma,1,0,0
M019,2,9,2,Naveen ul Haq,Glenn Phillips,4,0,0
M067,1,17,1,Mayank Yadav,Gerald Coetzee,0,0,0
M201,2,6,1,Rinku Singh,Kane Williamson,1,0,0
M209,2,11,5,Lockie Ferguson,Krunal Pandya,4,0,0
M015,1,9,6,Mohammed Shami,Kane Williamson,0,0,0
M196,2,6,5,Ishan Kishan,Adam Zampa,1,0,0
M057,1,4,1,KL Rahul,Shahbaz Ahmed,1,0,0
M147,1,10,4,Yashasvi Jaiswal,Aiden Markram,2,0,1
M208,2,9,5,Marcus Stoinis,Adam Zampa,0,0,0
M201,2,5,1,Rachin Ravindra,Yash Dayal,0,0,1
M177,2,5,6,Jake Fraser-McGurk,Mohammed Shami,0,1,1
M125,1,1,4,Jos Buttler,Axar Patel,4,0,0
M236,1,12,4,Noor Ahmad,Arshdeep Singh,1,0,0
M181,2,13,3,Deepak Chahar,Jason Holder,0,0,0
M145,2,15,6,Suryakumar Yadav,Will Jacks,1,0,1
M070,1,10,3,Ishan Kishan,Mitchell Marsh,3,0,0
M210,2,15,3,Matheesha Pathirana,Anrich Nortje,0,0,0
M123,2,12,1,Yuzvendra Chahal,Rachin Ravindra,0,0,0
M143,2,12,4,Sanju Samson,Jasprit Bumrah,1,0,0
M028,1,8,5,Gerald Coetzee,Mitchell Marsh,2,0,0
M080,2,7,6,Prasidh Krishna,Rashid Khan,1,0,0
M193,2,6,3,Shreyas Iyer,Mitchell Marsh,0,0,0
M198,2,5,2,Shreyas Iyer,Pat Cummins,1,0,0
M084,2,9,6,Shreyas Iyer,Ayush Badoni,4,2,0
M229,2,7,2,Nitish Kumar Reddy,Jasprit Bumrah,0,0,0
M021,1,15,2,Phil Salt,Ayush Badoni,0,2,0
M113,1,6,5,Nicholas Pooran,Gerald Coetzee,1,0,0
M160,1,12,6,Ishan Kishan,Chris Jordan,2,0,0
M203,1,10,5,Jake Fraser-McGurk,Matheesha Pathirana,1,0,0
M092,1,11,1,Jasprit Bumrah,Angkrish Raghuvanshi,2,0,0
M066,1,4,6,Rahmanullah Gurbaz,Josh Hazlewood,0,1,0
M102,2,13,1,Glenn Maxwell,Will Jacks,2,0,0
M033,1,5,6,Kuldeep Yadav,Venkatesh Iyer,2,1,0
M140,2,7,5,Dhruv Jurel,Trent Boult,1,0,0
M189,1,19,1,Jasprit Bumrah,Jason Holder,0,0,0
M150,2,16,4,Noor Ahmad,Rahmanullah Gurbaz,0,0,0
M094,2,8,4,Rashid Khan,Arshdeep Singh,0,0,0
M075,2,20,5,Shreyas Iyer,Quinton de Kock,0,0,0
M210,2,15,5,Bhuvneshwar Kumar,Pat Cummins,1,0,0
M002,1,12,4,Trent Boult,Mohammed Shami,1,0,0
M148,2,14,3,Yashasvi Jaiswal,Jasprit Bumrah,1,0,1
M123,2,10,4,Noor Ahmad,Kyle Mayers,1,0,0
M127,2,18,1,Bhuvneshwar Kumar,Liam Livingstone,1,0,0
M056,2,14,6,Mukesh Kumar,Yuzvendra Chahal,0,0,0
M086,2,5,4,Rinku Singh,Josh Hazlewood,0,1,0
M209,2,17,3,Washington Sundar,Lockie Ferguson,0,0,0
M064,1,7,3,Arshdeep Singh,Shahbaz Ahmed,0,0,0
M120,2,12,3,Tilak Varma,Rachin Ravindra,1,0,0
M204,2,9,5,Prasidh Krishna,Harshal Patel,3,1,0
M029,1,3,4,Arshdeep Singh,Kane Williamson,0,0,1
M247,1,4,4,Dhruv Jurel,Mitchell Marsh,4,0,1
M222,1,5,3,R Ashwin,Mitchell Starc,0,1,0
M160,2,16,2,Bhuvneshwar Kumar,Mohsin Khan,0,2,0
M133,1,19,3,Ravindra Jadeja,Liam Livingstone,2,0,0
M077,1,5,5,Rahmanullah Gurbaz,Tim David,1,0,0
M238,2,3,6,David Miller,Rachin Ravindra,4,0,0
M025,1,10,2,Travis Head,Jake Fraser-McGurk,1,0,0
M009,1,14,1,Tilak Varma,Rachin Ravindra,0,0,0
M240,1,20,3,Yashasvi Jaiswal,Marco Jansen,1,0,0
M220,2,13,4,Washington Sundar,Mohammed Shami,1,0,0
M004,1,12,4,Mitchell Starc,Josh Hazlewood,4,1,0
M166,1,7,3,Harshal Patel,Kagiso Rabada,4,0,0
M187,1,3,1,Harshal Patel,Naveen ul Haq,1,0,0
M062,2,16,4,Abhishek Sharma,Chris Jordan,0,0,1
M008,1,7,1,Rahmanullah Gurbaz,Harpreet Brar,4,0,0
M057,2,18,2,Kagiso Rabada,Axar Patel,4,0,0
M124,2,1,6,Heinrich Klaasen,Liam Livingstone,4,0,0
M095,1,12,6,Shubman Gill,Mayank Yadav,1,1,0
M160,1,19,2,Naveen ul Haq,Will Jacks,1,0,1
M183,1,17,2,Matheesha Pathirana,Adam Zampa,4,1,0
M227,2,9,6,Rinku Singh,Pat Cummins,1,0,0
M196,1,11,1,Mohammed Siraj,Gerald Coetzee,0,0,1
M006,1,16,2,Kagiso Rabada,Kagiso Rabada,0,0,0
M108,1,10,4,Ruturaj Gaikwad,Wanindu Hasaranga,0,0,0
M028,1,8,5,Shubman Gill,Yash Dayal,4,0,0
M130,1,15,2,Marco Jansen,Rajat Patidar,1,0,0
M168,1,16,2,Ryan Rickelton,Mohammed Siraj,1,0,0
M236,1,18,3,Faf du Plessis,Mohsin Khan,1,0,0
M017,2,4,3,Noor Ahmad,Ashutosh Sharma,1,0,0
M226,2,8,1,Lockie Ferguson,Yuzvendra Chahal,1,0,0
M160,2,5,2,Rinku Singh,Venkatesh Iyer,1,0,0
M115,2,8,3,Travis Head,Marco Jansen,0,0,0
M187,1,3,4,Mitchell Starc,Venkatesh Iyer,4,0,0
M024,2,16,4,Devdutt Padikkal,Ramandeep Singh,0,0,0
M211,2,20,1,Mukesh Kumar,Wanindu Hasaranga,0,0,0
M075,2,10,4,Washington Sundar,R Ashwin,0,0,0
M195,2,17,1,Rinku Singh,David Miller,1,0,0
M169,1,20,2,Naveen ul Haq,Ashutosh Sharma,3,0,1
M079,2,20,3,Rashid Khan,Pat Cummins,1,0,0
M214,2,9,1,Noor Ahmad,R Sai Kishore,1,1,0
M241,1,6,2,Shubman Gill,Mohammed Shami,0,0,0
M125,1,20,5,Gerald Coetzee,Mohsin Khan,1,0,0
M184,2,1,4,Rahmanullah Gurbaz,Matheesha Pathirana,0,0,0
M114,1,18,6,Mitchell Starc,Varun Chakravarthy,2,0,0
M129,2,19,5,Faf du Plessis,Rajat Patidar,6,0,0
M134,2,17,2,Rashid Khan,Reece Topley,4,0,0
M047,2,13,6,Riyan Parag,Marco Jansen,4,0,0
M169,2,7,2,Dhruv Jurel,Quinton de Kock,0,0,0
M117,2,2,1,Arshdeep Singh,Jasprit Bumrah,2,0,0
M088,1,15,3,Tilak Varma,Kuldeep Yadav,0,0,0
M097,1,15,1,Sanju Samson,Mohammed Shami,1,0,0
M013,2,13,4,Jos Buttler,Venkatesh Iyer,0,1,0
M144,2,20,1,Rahul Tripathi,Pat Cummins,1,0,0
M031,1,17,2,Kagiso Rabada,Ashutosh Sharma,1,0,0
M206,2,18,5,Yashasvi Jaiswal,Mitchell Marsh,4,0,0
M192,2,9,4,Matheesha Pathirana,Axar Patel,0,0,0
M067,2,16,4,Rahul Tripathi,Pat Cummins,2,0,0
M152,2,8,1,Abhishek Sharma,Ramandeep Singh,2,0,0
M058,2,6,6,Jasprit Bumrah,Ravindra Jadeja,2,0,0
M203,1,3,2,Noor Ahmad,Ryan Rickelton,1,0,0
M124,1,8,5,Jasprit Bumrah,Harshal Patel,1,1,0
M007,2,4,1,Gerald Coetzee,Rahmanullah Gurbaz,1,1,0
M181,1,6,2,T Natarajan,Anrich Nortje,1,0,0
M176,1,13,2,Rashid Khan,Jake Fraser-McGurk,1,0,0
M178,2,15,6,Mukesh Kumar,Angkrish Raghuvanshi,4,0,0
M082,1,20,5,Rohit Sharma,Mohsin Khan,4,0,0
M130,1,14,3,Yashasvi Jaiswal,Reece Topley,1,0,0
M247,2,18,4,Rinku Singh,Jason Holder,0,0,0
M208,2,15,3,Mayank Yadav,Rajat Patidar,1,0,0
M231,2,14,5,Varun Chakravarthy,Ryan Rickelton,1,0,0
M173,1,15,1,T Natarajan,Tim David,1,0,0
M126,1,3,6,Sanju Samson,Mitchell Starc,1,0,0
M046,2,4,4,David Miller,Pat Cummins,4,1,0
M165,2,7,5,Washington Sundar,Tim David,1,0,0
M213,1,5,5,Travis Head,Naveen ul Haq,0,2,0
M167,1,16,2,Bhuvneshwar Kumar,Arshdeep Singh,0,0,0
M068,1,13,1,Pat Cummins,Harshal Patel,0,0,0
M224,2,15,4,Mukesh Kumar,Arshdeep Singh,6,0,0
M205,1,2,2,Rahul Tripathi,Axar Patel,0,0,0
M114,1,3,1,Naveen ul Haq,Harshal Patel,1,1,0
M153,2,10,1,Naveen ul Haq,Mohammed Siraj,0,0,0
M238,1,1,5,Ryan Rickelton,Yuzvendra Chahal,3,2,0
M200,2,15,4,Deepak Chahar,Will Jacks,1,0,0
M155,1,3,3,KL Rahul,Gerald Coetzee,0,0,0
M243,2,7,6,Trent Boult,R Sai Kishore,0,0,0
M168,1,11,3,Rahmanullah Gurbaz,Josh Hazlewood,1,0,0
M012,1,9,5,Jake Fraser-McGurk,Liam Livingstone,2,0,1
M248,1,14,2,Mohsin Khan,Harpreet Brar,1,0,0
M152,1,20,2,Virat Kohli,Varun Chakravarthy,1,1,0
M016,1,1,2,Kagiso Rabada,Ben Stokes,1,0,0
M166,1,1,5,Noor Ahmad,Mitchell Marsh,0,0,0
M220,2,1,4,Washington Sundar,Rashid Khan,4,0,0
M185,2,3,6,Rashid Khan,Ashutosh Sharma,1,0,0
M069,2,14,3,Jos Buttler,Mohammed Siraj,2,0,0
M159,2,8,1,Yashasvi Jaiswal,Arshdeep Singh,1,1,0
M185,1,3,1,Mohammed Shami,Wanindu Hasaranga,1,0,0
M156,2,13,6,Mohammed Shami,Jason Holder,4,0,0
M171,1,19,4,Dhruv Jurel,Abdul Samad,4,0,0
M099,2,18,6,Shivam Dube,Adam Zampa,1,0,0
M200,2,11,1,Rahul Tripathi,Mohsin Khan,4,0,0
M240,1,18,2,R Ashwin,Mohsin Khan,0,0,0
M148,1,17,6,Ben Stokes,Arshdeep Singh,0,0,0
M236,2,3,5,Mukesh Kumar,R Ashwin,0,0,0
M114,1,17,4,Shreyas Iyer,Glenn Phillips,1,0,0
M155,2,2,5,Lockie Ferguson,Kane Williamson,1,0,0
M053,2,1,2,Mukesh Kumar,Mohsin Khan,1,0,1
M137,1,9,6,Mitchell Starc,R Sai Kishore,4,0,0
M206,1,7,1,Ravindra Jadeja,Ashutosh Sharma,2,0,0
M156,2,20,4,Deepak Chahar,R Sai Kishore,1,0,0
M020,2,1,1,Devdutt Padikkal,Rachin Ravindra,3,1,0
M041,1,10,4,Lockie Ferguson,Mark Wood,1,0,0
M104,1,15,5,Nicholas Pooran,Kyle Mayers,0,0,0
M052,1,13,1,Deepak Chahar,Arshdeep Singh,1,0,0
M086,1,20,4,Rinku Singh,Naveen ul Haq,1,0,0
M196,1,8,3,R Ashwin,Jason Holder,0,0,0
M098,1,3,1,Nicholas Pooran,Ravindra Jadeja,0,0,0
M018,1,16,4,Dhruv Jurel,Marco Jansen,0,0,0
M090,2,18,3,Yashasvi Jaiswal,Marco Jansen,2,0,0
M114,1,15,5,Tilak Varma,Wanindu Hasaranga,1,0,0
M031,2,2,1,Jasprit Bumrah,Pat Cummins,2,0,0
M032,1,6,2,Matheesha Pathirana,Rachin Ravindra,1,0,0
M012,2,17,6,Tilak Varma,Nehal Wadhera,0,1,0
M044,2,15,4,Shubman Gill,Tim David,4,0,0
M198,2,2,3,Jos Buttler,Rahmanullah Gurbaz,2,0,0
M024,2,2,1,Matheesha Pathirana,Gerald Coetzee,1,1,0
M117,2,9,2,Heinrich Klaasen,Mohsin Khan,0,0,0
M011,2,15,4,Yuzvendra Chahal,Rachin Ravindra,0,0,0
M230,1,20,2,Daryl Mitchell,Harpreet Brar,1,0,0
M015,2,10,3,Rinku Singh,Yash Dayal,1,0,0
M045,1,6,4,Mohammed Siraj,Josh Hazlewood,1,0,0
M053,1,2,2,Avesh Khan,Marco Jansen,0,0,1
M065,1,18,2,Shivam Dube,Noor Ahmad,1,0,0
M173,2,14,6,Gerald Coetzee,Noor Ahmad,1,0,0
M127,2,13,1,Arshdeep Singh,Axar Patel,2,0,0
M201,2,4,3,Phil Salt,Adam Zampa,1,0,0
M145,2,12,3,Rahmanullah Gurbaz,Jason Holder,1,1,0
M206,1,10,4,Lockie Ferguson,Axar Patel,2,0,0
M198,1,14,2,Sai Sudharsan,Nehal Wadhera,1,0,1
M049,2,20,2,Rohit Sharma,Yash Dayal,4,0,0
M070,2,14,6,David Miller,Mark Wood,2,0,0
M204,1,13,4,Avesh Khan,Kyle Mayers,0,1,0
M223,2,1,3,Nicholas Pooran,Gerald Coetzee,1,0,0
M023,1,2,2,Matheesha Pathirana,Reece Topley,1,0,0
M170,1,10,5,Mohsin Khan,Reece Topley,0,0,0
M140,2,6,6,Yuzvendra Chahal,Daryl Mitchell,0,0,0
M047,1,10,3,Pat Cummins,R Sai Kishore,3,0,0
M009,1,15,5,Daryl Mitchell,Yuzvendra Chahal,0,2,0
M018,1,15,4,Prasidh Krishna,Tim David,0,1,0
M162,2,20,4,Marcus Stoinis,Ben Stokes,1,0,0
M106,2,15,2,Ruturaj Gaikwad,Ravindra Jadeja,0,0,0
M030,1,14,4,Riyan Parag,Jake Fraser-McGurk,4,0,0
M061,2,9,1,Mohammed Siraj,Krunal Pandya,6,0,0
M134,1,19,2,Kuldeep Yadav,Aiden Markram,0,1,0
M077,2,17,6,Mukesh Kumar,Wanindu Hasaranga,0,0,0
M241,2,12,1,Travis Head,Naveen ul Haq,0,2,0
M233,1,10,4,Devdutt Padikkal,Marco Jansen,6,0,0
M026,2,3,3,Shivam Dube,Harpreet Brar,3,0,0
M134,2,2,1,Daryl Mitchell,Kagiso Rabada,1,1,0
M038,2,15,4,Pat Cummins,Will Jacks,1,0,0
M005,2,10,3,Mohammed Shami,Noor Ahmad,1,0,0
M114,1,17,1,Suryakumar Yadav,Ryan Rickelton,6,1,0
M246,1,11,3,Shreyas Iyer,Adam Zampa,4,0,0
M214,1,2,6,Tim David,Kane Williamson,2,0,0
M110,1,1,3,Jasprit Bumrah,Kyle Mayers,1,0,0
M023,1,4,3,Rahmanullah Gurbaz,R Sai Kishore,1,0,0
M126,1,16,3,Ruturaj Gaikwad,Kagiso Rabada,4,0,0
M037,2,9,2,Mohammed Siraj,Jake Fraser-McGurk,0,0,0
M119,1,17,3,Devdutt Padikkal,Kyle Mayers,4,0,0
M088,2,6,3,Rashid Khan,Mitchell Starc,4,0,0
M200,1,12,3,Quinton de Kock,Chris Jordan,1,0,0
M060,1,12,2,Marco Jansen,Mohammed Shami,3,0,0
M134,1,18,4,Mitchell Starc,Abdul Samad,1,1,0
M177,2,10,1,Nicholas Pooran,Mitchell Starc,4,0,0
M044,1,12,4,Sam Curran,Nehal Wadhera,0,0,0
M141,1,13,1,Daryl Mitchell,Adam Zampa,2,2,0
M060,2,20,1,Rahul Tripathi,Will Jacks,1,0,0
M024,2,20,2,Axar Patel,Jake Fraser-McGurk,2,0,0
M033,2,14,5,Harshal Patel,Mohsin Khan,0,0,0
M137,2,2,3,Rahmanullah Gurbaz,Mitchell Marsh,6,0,0
M043,1,18,5,Pat Cummins,Adam Zampa,1,0,0
M116,2,10,2,Ryan Rickelton,Adam Zampa,1,1,0
M209,2,13,3,Nitish Kumar Reddy,Anrich Nortje,3,0,0
M211,2,20,6,Jasprit Bumrah,Rahmanullah Gurbaz,2,0,1
M249,1,9,4,Mayank Yadav,Rajat Patidar,3,0,0
M051,1,15,6,Mohammed Siraj,Liam Livingstone,1,0,0
M226,2,9,2,Lockie Ferguson,Gerald Coetzee,1,0,0
M087,1,11,2,Bhuvneshwar Kumar,Ashutosh Sharma,4,2,0
M250,2,12,5,Marcus Stoinis,Kuldeep Yadav,1,0,0
M233,1,12,3,Rashid Khan,Tushar Deshpande,1,0,0
M205,2,4,5,Faf du Plessis,Rashid Khan,6,0,0
M206,2,12,3,Bhuvneshwar Kumar,Adam Zampa,0,0,0
M073,1,16,2,Mohammed Shami,R Sai Kishore,0,0,1
M225,1,19,6,Lockie Ferguson,Glenn Phillips,0,0,0
M153,2,17,5,Sai Sudharsan,Mitchell Starc,4,1,0
M243,1,2,3,Dhruv Jurel,R Ashwin,0,0,0
M172,1,17,1,Sam Curran,Devdutt Padikkal,1,0,0
M005,1,16,3,Rachin Ravindra,Nehal Wadhera,1,0,0
M132,2,9,1,Washington Sundar,Yash Dayal,1,0,0
M083,1,8,1,David Miller,Ramandeep Singh,1,0,0
M136,2,14,1,Shubman Gill,Shimron Hetmyer,1,0,0
M106,2,12,3,Gerald Coetzee,Axar Patel,1,0,0
M232,1,6,3,Prasidh Krishna,Nehal Wadhera,1,0,0
M135,2,4,4,Suryakumar Yadav,Pat Cummins,1,0,0
M011,2,17,4,R Ashwin,Rachin Ravindra,1,0,0
M097,1,15,3,Marco Jansen,Mitchell Marsh,2,0,0
M057,2,1,4,Noor Ahmad,Jake Fraser-McGurk,1,0,0
M208,2,7,6,Suryakumar Yadav,Rashid Khan,0,0,0
M174,1,8,1,Ryan Rickelton,Mark Wood,2,0,1
M021,1,11,4,Gerald Coetzee,Mohammed Shami,0,0,0
M180,2,4,4,Mukesh Kumar,Jake Fraser-McGurk,4,0,0
M102,1,18,2,Mitchell Starc,Tim David,2,0,0
M114,1,14,3,Rinku Singh,Jason Holder,0,0,0
M035,2,10,6,Arshdeep Singh,Wanindu Hasaranga,1,0,0
M015,2,19,1,Arshdeep Singh,Angkrish Raghuvanshi,0,0,0
M177,1,8,5,Ben Stokes,Arshdeep Singh,6,0,0
M236,1,18,1,Harshal Patel,Glenn Phillips,2,0,0
M014,1,13,1,Varun Chakravarthy,Naveen ul Haq,4,0,0
M107,1,18,2,Harshal Patel,Mohammed Shami,2,0,0
M039,1,18,5,Gerald Coetzee,Ramandeep Singh,2,0,0
M165,1,13,3,Nitish Kumar Reddy,Anrich Nortje,1,0,0
M234,2,9,2,Arshdeep Singh,Lockie Ferguson,3,0,0
M020,1,3,6,Faf du Plessis,Tushar Deshpande,2,0,0
M129,2,17,6,R Ashwin,Kuldeep Yadav,3,0,0
M108,1,6,2,Rinku Singh,Khaleel Ahmed,1,0,0
M136,1,13,1,R Ashwin,Jake Fraser-McGurk,1,2,0
M230,1,3,2,Gerald Coetzee,Devdutt Padikkal,0,0,0
M216,2,2,2,Pat Cummins,Anrich Nortje,1,1,0
M202,2,3,6,Yuzvendra Chahal,Ashutosh Sharma,6,0,0
M187,1,9,4,Phil Salt,Matheesha Pathirana,1,1,0
M227,2,13,3,Ravindra Jadeja,Nehal Wadhera,2,0,0
M080,2,7,3,Varun Chakravarthy,David Miller,1,0,0
M247,2,18,4,Matheesha Pathirana,Naveen ul Haq,1,0,0
M237,2,12,2,Axar Patel,Abdul Samad,1,0,0
M148,1,11,2,Matheesha Pathirana,Ayush Badoni,2,0,1
M119,2,18,2,Jos Buttler,Wanindu Hasaranga,6,0,0
M112,2,8,5,Travis Head,Anrich Nortje,1,0,0
M158,1,20,5,Tilak Varma,R Ashwin,1,0,0
M098,1,10,4,Nitish Kumar Reddy,Lockie Ferguson,4,0,0
M043,2,20,3,Quinton de Kock,Yuzvendra Chahal,3,1,0
M070,1,2,1,Virat Kohli,Devdutt Padikkal,4,0,0
M012,2,15,3,Nitish Kumar Reddy,Rahmanullah Gurbaz,1,0,0
M225,1,18,1,Sai Sudharsan,Mitchell Marsh,0,1,0
M197,1,12,2,Gerald Coetzee,Ramandeep Singh,1,1,0
M189,1,17,5,Ruturaj Gaikwad,Kyle Mayers,4,0,0
M019,1,14,4,Sanju Samson,Mohsin Khan,0,0,0
M176,2,19,2,Suryakumar Yadav,Shahbaz Ahmed,1,0,0
M184,1,12,1,Ravindra Jadeja,Adam Zampa,2,0,0
M106,1,3,2,Axar Patel,Varun Chakravarthy,0,0,0
M216,1,11,5,T Natarajan,Tim David,1,0,0
M161,1,16,1,Faf du Plessis,Rashid Khan,1,0,0
M117,1,9,3,Ruturaj Gaikwad,Wanindu Hasaranga,3,0,0
M224,2,15,2,Mitchell Starc,Jake Fraser-McGurk,0,0,0
M058,2,5,2,Ryan Rickelton,Venkatesh Iyer,1,0,0
M174,1,2,3,KL Rahul,Abdul Samad,2,0,0
M207,2,19,5,Ruturaj Gaikwad,Tim David,3,1,0
M027,1,3,2,T Natarajan,Ben Stokes,0,0,0
M081,2,19,6,Rahul Tripathi,Shimron Hetmyer,3,0,0
M042,1,12,3,T Natarajan,R Sai Kishore,0,0,0
M081,2,7,2,Liam Livingstone,Will Jacks,4,0,1
M025,1,10,1,Noor Ahmad,Krunal Pandya,1,0,1
M207,1,14,3,Suryakumar Yadav,Tim David,0,0,0
